""	"1-D0AM"	"1-D0PM"	"1-D1AM"	"1-D1PM"	"1-D29AM"	"1-D29PM"	"1-D2AM"	"1-D2PM"	"1-D3AM"	"1-D3PM"	"1-D4AM"	"1-D4PM"	"1-D5"	"1-D6"	"1-D7"	"2-D0AM"	"2-D0PM"	"2-D10"	"2-D11"	"2-D14"	"2-D16"	"2-D18"	"2-D1AM"	"2-D1PM"	"2-D21AM"	"2-D21PM"	"2-D22AM"	"2-D22PM"	"2-D23AM"	"2-D23PM"	"2-D24"	"2-D25"	"2-D28AM"	"2-D28PM"	"2-D29AM"	"2-D29PM"	"2-D2AM"	"2-D2PM"	"2-D30AM"	"2-D30PM"	"2-D31AM"	"2-D31PM"	"2-D32"	"2-D33"	"2-D35AM"	"2-D35PM"	"2-D36AM"	"2-D36PM"	"2-D37AM"	"2-D37PM"	"2-D38"	"2-D39"	"2-D3AM"	"2-D3PM"	"2-D42AM"	"2-D42PM"	"2-D43AM"	"2-D43PM"	"2-D44AM"	"2-D44PM"	"2-D45AM"	"2-D45PM"	"2-D46"	"2-D47"	"2-D4AM"	"2-D4PM"	"2-D5"	"2-D50AM"	"2-D50PM"	"2-D51AM"	"2-D51PM"	"2-D52AM"	"2-D52PM"	"2-D53"	"2-D54"	"2-D57AM"	"2-D57PM"	"2-D58AM"	"2-D58PM"	"2-D59AM"	"2-D59PM"	"2-D6"	"2-D60AM"	"2-D60PM"	"2-D61"	"2-D62"	"2-D63"	"2-D64AM"	"2-D64PM"	"2-D7"	"2-D8"	"2-D9"	"3-D0AM"	"3-D0PM"	"3-D10"	"3-D11"	"3-D14"	"3-D16"	"3-D18"	"3-D1AM"	"3-D1PM"	"3-D21AM"	"3-D21PM"	"3-D22AM"	"3-D22PM"	"3-D23AM"	"3-D23PM"	"3-D24"	"3-D25"	"3-D28AM"	"3-D29AM"	"3-D29PM"	"3-D2AM"	"3-D2PM"	"3-D30AM"	"3-D30PM"	"3-D31AM"	"3-D31PM"	"3-D32"	"3-D33"	"3-D35AM"	"3-D35PM"	"3-D36AM"	"3-D36PM"	"3-D37AM"	"3-D38"	"3-D39"	"3-D3AM"	"3-D3PM"	"3-D42AM"	"3-D42PM"	"3-D43AM"	"3-D43PM"	"3-D44AM"	"3-D44PM"	"3-D45AM"	"3-D45PM"	"3-D46"	"3-D47"	"3-D4AM"	"3-D4PM"	"3-D5"	"3-D50AM"	"3-D50PM"	"3-D51AM"	"3-D51PM"	"3-D52AM"	"3-D52PM"	"3-D53"	"3-D54"	"3-D57AM"	"3-D57PM"	"3-D58AM"	"3-D58PM"	"3-D59AM"	"3-D59PM"	"3-D6"	"3-D60AM"	"3-D60PM"	"3-D61"	"3-D62"	"3-D63"	"3-D64AM"	"3-D64PM"	"3-D7"	"3-D8"	"3-D9"	"4-D0AM"	"4-D0PM"	"4-D10"	"4-D11"	"4-D14"	"4-D16"	"4-D18"	"4-D1AM"	"4-D1PM"	"4-D21AM"	"4-D21PM"	"4-D22AM"	"4-D22PM"	"4-D23AM"	"4-D23PM"	"4-D24"	"4-D25"	"4-D28AM"	"4-D29AM"	"4-D29PM"	"4-D2AM"	"4-D2PM"	"4-D30AM"	"4-D30PM"	"4-D31AM"	"4-D31PM"	"4-D32"	"4-D33"	"4-D35AM"	"4-D35PM"	"4-D36AM"	"4-D36PM"	"4-D37AM"	"4-D37PM"	"4-D38"	"4-D39"	"4-D3AM"	"4-D3PM"	"4-D42AM"	"4-D42PM"	"4-D43AM"	"4-D43PM"	"4-D44AM"	"4-D44PM"	"4-D45AM"	"4-D45PM"	"4-D46"	"4-D47"	"4-D4AM"	"4-D4PM"	"4-D5"	"4-D50AM"	"4-D50PM"	"4-D51AM"	"4-D51PM"	"4-D52AM"	"4-D52PM"	"4-D53"	"4-D54"	"4-D57AM"	"4-D57PM"	"4-D58AM"	"4-D58PM"	"4-D59AM"	"4-D59PM"	"4-D6"	"4-D60AM"	"4-D60PM"	"4-D61"	"4-D62"	"4-D63"	"4-D64AM"	"4-D64PM"	"4-D7"	"4-D8"	"4-D9"	"5-D0AM"	"5-D0PM"	"5-D10"	"5-D11"	"5-D14"	"5-D16"	"5-D18"	"5-D1AM"	"5-D1PM"	"5-D21AM"	"5-D21PM"	"5-D22AM"	"5-D22PM"	"5-D23AM"	"5-D23PM"	"5-D24"	"5-D25"	"5-D28AM"	"5-D28PM"	"5-D29AM"	"5-D29PM"	"5-D2AM"	"5-D2PM"	"5-D30AM"	"5-D30PM"	"5-D31AM"	"5-D31PM"	"5-D32"	"5-D33"	"5-D35AM"	"5-D35PM"	"5-D36AM"	"5-D36PM"	"5-D37AM"	"5-D37PM"	"5-D38"	"5-D39"	"5-D3AM"	"5-D3PM"	"5-D42AM"	"5-D42PM"	"5-D43AM"	"5-D43PM"	"5-D44AM"	"5-D44PM"	"5-D45AM"	"5-D45PM"	"5-D46"	"5-D47"	"5-D4AM"	"5-D4PM"	"5-D5"	"5-D50AM"	"5-D50PM"	"5-D51AM"	"5-D51PM"	"5-D52AM"	"5-D52PM"	"5-D53"	"5-D54"	"5-D57AM"	"5-D57PM"	"5-D58AM"	"5-D58PM"	"5-D59AM"	"5-D59PM"	"5-D6"	"5-D60AM"	"5-D60PM"	"5-D61"	"5-D62"	"5-D63"	"5-D64AM"	"5-D64PM"	"5-D7"	"5-D8"	"5-D9"	"inoculum1-5"	"M2-D10-1A"	"M2-D10-1B"	"M2-D10-2A"	"M2-D10-2B"	"M2-D10-3A"	"M2-D10-3B"	"M2-D8-1A"	"M2-D8-1B"	"M2-D8-2A"	"M2-D8-2B"	"M2-D8-3A"	"M2-D8-3B"	"M2-D9-1A"	"M2-D9-1B"	"M2-D9-2A"	"M2-D9-2B"	"M2-D9-3A"	"M2-D9-3B"
"ASV_11"	14	82	1011	3810	578	1003	4389	2884	2298	2750	1860	1570	2437	1179	594	67	173	107	59	117	286	413	810	2384	191	253	29	19	4	13	0	0	0	0	430	734	5624	3443	1961	2059	2444	2618	2129	2780	3655	3502	6571	6425	5594	2843	3071	1952	1645	2011	3023	2505	1846	2301	1998	2435	1893	2135	2551	2484	1431	807	497	246	293	1193	1553	232	54	42	12	601	1810	5391	5344	2809	2694	142	2566	3451	3676	3643	2047	3346	3245	50	23	62	31	63	2033	2664	2110	993	2297	2269	4958	1429	1305	135	47	17	10	13	22	0	352	1220	5662	4295	3172	2646	2468	3161	3460	5298	3312	4614	4664	4938	7337	3699	4963	3134	2806	4663	4021	2344	3580	2938	3600	4143	4151	8810	4302	3883	4345	3481	781	871	126	271	179	92	21	28	10	22	398	644	1197	1761	2581	1618	1968	2264	2884	2762	2866	3885	1202	1235	1371	84	168	105	92	81	27	74	1450	3439	69	50	15	9	17	5	9	52	21	909	1773	7116	4333	2252	1953	3069	4071	2368	5270	3582	4234	3931	4458	4179	1557	1762	3482	2251	2063	717	704	369	1056	918	1135	1869	1636	1863	3536	1716	1708	785	4175	3557	1199	512	584	682	752	455	195	622	217	137	20	170	433	147	583	216	533	719	1108	1671	188	114	148	830	16	2096	2553	6731	8074	7137	1024	3812	7880	7194	852	755	452	55	32	20	8	4	282	1788	5320	3719	3201	2424	3296	2348	552	185	28	140	55	152	200	121	141	597	2618	2886	1366	1484	902	1015	1036	1375	793	1134	1512	3315	1881	1980	972	2944	3766	3217	3396	3688	3262	542	1350	1224	1231	1033	1239	1467	1911	808	1200	2014	3646	2439	2736	3372	3902	266	255	832	55	90	65	97	60	86	101	46	61	74	60	73	74	92	96	125	89	93	81
"ASV_12"	16	12	2	0	1392	2248	1102	3306	1726	1935	1501	1176	1337	2588	802	0	0	699	1032	593	1565	596	0	0	475	4358	1468	1790	874	994	1223	1706	507	670	383	914	373	1467	2740	2275	1839	683	686	1551	1282	1580	3134	6737	4285	5202	2636	3544	990	2482	2769	2058	1331	1982	1645	2096	1156	1220	1473	1708	2144	1912	1644	1581	1253	1202	1142	576	1133	973	1211	1421	1151	2472	2429	990	1355	1643	1210	1536	1791	1624	788	993	1046	1586	215	839	0	9	2209	1670	579	1822	1999	0	0	1333	4209	906	1107	1120	600	797	1292	725	716	1866	1141	890	2500	1557	1686	1356	2232	496	1347	1333	1136	3126	4166	2706	5007	2030	1556	2728	1496	1686	2941	1773	1675	2669	2592	1553	1768	1381	3093	2115	651	934	942	2445	966	1193	738	1062	1561	2006	1815	2311	982	1667	2277	1137	1717	1140	1780	966	1069	1983	1792	722	4575	37	0	1404	511	1242	341	1121	0	0	6452	3560	1553	1154	1664	630	145	378	897	1027	834	23	1004	520	1135	1010	1308	294	256	648	921	767	2684	2938	2979	1604	2720	976	679	3300	2791	2215	1614	1237	1821	2084	2387	1550	1467	851	919	952	748	796	912	1258	1134	1548	1648	403	1138	2170	2773	2413	2218	2243	1006	1597	4900	2711	4543	1317	965	1231	786	157	326	19	7	3093	1076	3504	2729	825	6	0	2292	3490	813	1553	0	686	638	660	1131	422	995	2939	794	1176	2528	1828	2420	1824	1860	1309	3719	2423	1364	4064	2686	2741	1910	2227	1868	1735	3882	2806	2276	1443	1328	2592	875	1178	1148	2633	1463	2538	1448	1692	1106	1215	908	1200	1101	949	1383	1243	949	1341	4555	3702	1795	2028	814	4041	1842	1835	388	1214	1070	883	1688	3473	802	1913	1927	2474	2738	2083	3396	2944	3168	3648	4080	3294	4593	2701	2003	3336	1933	3544	1848
"ASV_13"	83	152	5296	7249	4809	4351	2730	2891	1910	1524	1441	1539	2704	2021	1738	206	154	1577	1077	2078	3280	1921	4021	8250	1929	2858	4640	4893	1979	1949	1694	2723	3030	3010	5537	5369	3518	1793	3680	3833	2921	3256	2290	2250	2212	2272	2160	1747	1167	444	205	96	1020	1550	4	8	0	203	453	750	3105	3948	3234	1456	1217	790	794	76	69	224	283	89	20	29	10	8	27	201	285	253	301	847	599	1356	1286	1539	791	1690	1860	790	733	1071	29	196	1496	1894	1543	1237	2659	5644	5972	1904	2049	2810	2076	1509	816	1192	2048	1934	4752	5565	3350	1396	4669	2985	1850	2583	2054	1861	987	1492	1300	1717	1070	1223	691	1840	1366	69	94	1005	1765	1609	1886	2230	2669	3766	1463	1875	2092	2480	516	747	83	236	346	149	40	13	1	2	101	197	491	1120	3358	1033	1698	1969	1779	1423	1299	1894	2396	2505	1703	108	213	1293	1663	1960	631	2342	5255	5029	3560	3176	2966	3418	2918	1303	1267	1876	1297	6617	6460	3367	1773	4425	2628	2009	2924	1077	1518	1074	1531	618	474	411	328	46	48	699	598	400	463	1944	3391	2238	2611	5258	5577	3058	1070	710	826	1032	1250	1294	499	514	585	536	524	19	5	8	3	5	1	0	2097	6	3	6	4	14	230	517	1056	981	1414	476	66	3564	2341	3977	2257	2114	4659	5394	3109	2718	2352	3430	1745	806	929	807	1574	913	2160	5917	3576	1809	2561	2152	1643	1003	184	70	32	333	58	93	46	17	13	16	1205	1780	52	8	8	10	93	19	9	30	185	1967	1199	1808	1720	1292	1879	1561	1775	3053	3403	1229	13	117	14	4	11	7	58	1896	154	208	835	640	1024	1297	1273	1486	2361	3050	113	1551	1492	1557	1428	1597	1671	1059	957	1313	1134	1234	1372	1672	1443	1924	1424	1808	1592
"ASV_14"	0	0	2379	1741	422	216	1683	397	0	959	641	764	2581	1071	0	135	0	870	987	465	690	2911	1945	3355	1223	1346	823	783	390	862	507	1401	1123	1345	1304	1163	3309	0	831	589	1212	931	700	352	433	316	801	1021	0	166	296	1174	0	648	580	689	722	655	374	623	0	415	0	289	0	547	1054	1048	532	333	378	888	544	858	1126	861	569	625	390	346	304	0	564	758	705	518	695	805	466	1016	0	617	0	0	735	787	546	0	1802	3324	1113	1772	1798	639	322	0	878	498	612	901	878	915	1882	1162	1075	554	832	705	807	1150	236	295	250	0	0	984	1730	1205	839	0	41	216	687	425	650	522	419	1134	1206	0	1380	1489	2720	1763	2193	4310	2609	2004	1541	5466	5503	5487	2713	1770	1093	708	782	594	757	1321	980	935	836	748	508	1245	1012	0	176	822	1531	0	457	2841	3051	1891	1426	918	516	553	922	631	542	954	824	1670	724	3826	1630	942	401	991	646	1011	994	577	636	384	365	342	555	429	165	499	757	388	888	824	912	642	778	826	485	373	585	961	1571	1222	0	407	768	701	591	833	711	4160	2404	2115	1398	889	843	1018	1452	1781	2648	2225	2414	1903	964	890	716	0	807	349	0	1418	1034	0	597	1151	1654	1821	876	720	277	398	730	135	162	275	449	0	963	1391	2009	549	1183	748	2258	1707	5063	5910	932	1440	2162	3834	1530	1970	1440	429	733	802	1639	2999	4216	3121	2793	3631	2204	2770	4369	3666	834	1633	1560	2768	2039	2459	2393	3068	2167	6167	7793	5600	5008	3199	2660	4249	4237	468	2679	3505	3151	1129	775	992	577	1163	616	1266	129	980	906	1052	732	904	1021	949	897	962	807	989	1133	863	747	1264	778	843	689
"ASV_15"	0	11	80	192	1415	1085	1070	334	1928	1783	1489	1562	1681	475	369	13	3	1424	872	533	1123	2008	52	286	1234	1474	501	611	143	253	269	330	912	801	1371	895	1046	747	646	776	1171	1184	467	1671	1396	1047	4406	5803	12871	8472	8449	6744	912	1149	1577	1518	630	1017	975	1248	1496	1291	1597	375	2304	1468	1036	4	9	18	39	10	0	11	1	18	24	31	21	60	73	416	209	228	558	444	234	426	423	610	515	833	1	11	148	176	1222	713	1717	109	218	1130	1071	794	363	177	188	207	939	448	717	1003	1101	879	1010	750	524	642	669	1161	755	1062	1808	2648	9484	6374	7101	1190	1521	2658	1734	990	2910	2957	3698	3863	2978	6769	1344	1953	1776	1109	14	13	6	24	7	17	13	7	0	2	0	0	0	0	776	0	0	2	3	47	239	448	441	302	226	18	11	548	674	1178	966	1308	93	292	1372	1264	213	205	363	174	577	992	499	2128	1615	1571	1333	1377	920	858	1368	1067	2158	1577	2358	3301	7267	14084	14738	13064	7502	1387	1870	1135	939	1440	5870	4736	4845	6512	4283	4385	2696	1426	1401	877	1510	963	104	50	32	37	16	0	0	1	0	0	0	0	966	0	0	0	2	0	1	0	398	256	501	190	4	259	179	1550	2133	2006	93	193	2251	1885	910	876	0	253	479	472	253	286	799	1887	889	595	1057	873	373	128	18	12	14	5	11	6	56	32	11	18	859	1535	18	7	9	25	173	19	49	70	247	1245	1119	1487	911	1441	1610	1936	1683	1625	1111	85	0	9	0	0	0	2	0	313	2	0	0	0	0	3	0	253	179	155	4	1347	1312	1421	1383	1472	1606	678	623	698	746	703	806	1137	1062	1444	1134	1233	1169
"ASV_16"	2	3	0	13	627	668	1119	5702	1122	917	478	338	281	239	180	0	0	403	337	478	477	540	0	9	382	1025	687	952	1330	2322	4273	3912	1996	3670	763	1329	1481	4151	288	224	386	580	255	326	213	272	878	1661	400	413	782	856	662	873	938	238	349	413	405	403	537	453	440	844	550	431	142	326	174	136	344	1177	913	1281	573	199	244	641	348	380	320	170	875	591	942	312	298	467	295	245	60	142	0	0	306	314	362	226	948	1	0	656	531	1236	729	3086	6476	4521	4694	5118	748	1918	2144	2188	424	661	217	578	471	994	354	277	1045	1230	301	640	443	1362	428	678	151	227	902	298	286	380	821	1030	903	455	322	308	429	207	125	1043	649	915	561	503	97	155	201	262	532	346	430	284	381	239	466	202	149	128	310	124	248	45	0	290	287	468	232	763	0	5	843	823	1034	750	2860	3907	1662	1500	2900	1526	892	1461	2549	461	187	333	498	152	288	174	335	333	961	169	440	579	795	1086	1218	679	337	771	434	148	347	546	1125	548	567	353	224	277	541	442	223	261	151	377	670	831	1187	611	968	1005	3098	2216	824	3314	2603	2926	1834	1394	1330	577	229	67	311	68	0	566	356	609	321	378	0	2	487	554	995	1148	6	4947	2162	655	4490	1383	462	502	998	962	266	466	641	420	166	88	124	197	983	2015	377	1053	465	1062	884	487	1642	697	447	451	302	777	496	503	538	1117	552	364	418	448	312	349	372	696	1100	1674	1171	1459	446	688	903	857	1341	246	834	982	891	183	375	84	196	387	186	402	7	244	376	336	310	302	420	343	424	463	523	530	582	493	408	977	515	734	439
"ASV_17"	32	23	171	7	54	73	14	6	7	118	28	64	195	377	432	31	0	690	367	202	326	599	217	5	219	386	17	4	0	0	0	0	0	0	153	199	66	124	789	798	897	685	259	1330	901	786	224	27	0	23	1085	379	19	42	1277	1318	1659	904	1058	918	99	94	127	1111	128	124	235	57	249	203	261	2266	2146	4193	1566	2383	1380	3041	2304	1741	1465	358	2090	1280	3245	1658	1694	1482	1213	568	257	438	0	16	321	387	697	244	234	96	0	548	517	16	0	0	0	0	0	0	89	184	5	35	982	529	753	581	757	2068	731	1295	578	280	0	127	72	41	31	371	301	1040	1508	857	705	47	29	31	255	45	105	112	455	202	13	51	96	53	184	4363	2310	1625	1616	1511	1128	744	239	578	524	1493	1142	1132	1030	1044	208	199	427	0	12	490	557	408	230	474	118	22	216	104	0	1	0	0	0	1	0	179	252	0	5	747	543	588	759	714	800	817	1267	1409	279	10	4	258	1229	17	47	1306	1194	1195	1782	801	815	769	463	300	166	251	238	616	554	391	646	541	271	389	285	411	1527	1864	357	318	140	368	1046	1006	1045	1388	1020	743	945	876	813	579	603	2	12	334	182	592	191	317	269	0	352	333	7	7	0	0	0	0	0	1	35	125	19	41	255	275	645	487	101	19	15	33	16	0	69	684	612	498	29	55	861	763	731	312	197	440	358	101	89	366	233	314	366	210	250	520	580	1030	1022	2752	875	2386	3057	1338	1885	704	1211	341	644	416	687	681	846	839	815	320	148	217	92	796	725	899	837	716	890	791	798	878	756	680	1103	752	715	965	613	676	663
"ASV_18"	23	14	84	0	48	78	8	2	5	73	15	47	132	371	396	0	0	734	348	211	367	674	139	0	292	421	11	0	2	0	0	0	1	2	137	133	49	62	567	588	846	553	205	1160	834	749	171	20	0	13	779	265	12	27	760	706	1022	589	559	552	61	50	76	603	97	106	222	27	103	112	180	1203	1183	2411	918	1415	856	1920	1450	1019	936	375	1305	858	1834	1061	1112	973	758	651	311	564	0	13	313	489	618	249	264	50	3	588	624	17	2	0	0	0	0	0	83	247	0	17	1068	595	837	654	811	2451	871	1396	682	316	0	150	113	31	28	463	385	1182	1727	951	776	53	30	33	291	53	91	113	505	225	27	49	112	70	185	5019	2586	1827	1988	1648	1296	950	188	705	747	1757	1358	1360	1286	1169	272	184	444	0	6	612	549	414	223	473	81	12	222	119	5	1	0	0	0	0	0	127	191	0	0	597	434	498	623	670	684	765	1041	1333	294	5	2	168	965	7	32	906	759	884	1255	546	704	587	275	197	109	206	157	566	407	263	450	314	165	279	192	427	1131	1396	346	240	136	376	1099	1105	1323	1587	1343	801	1083	995	892	650	650	0	7	320	227	581	213	345	131	2	356	329	5	3	0	0	0	0	0	0	37	132	16	33	332	304	706	577	113	24	13	56	11	0	59	761	646	596	23	62	928	938	804	318	174	540	393	111	109	356	189	283	323	207	269	440	610	977	1043	2821	909	2538	3316	1538	2197	744	1474	366	735	537	781	723	1066	928	993	318	138	274	65	809	721	882	820	720	928	792	790	1026	757	745	1075	882	826	1100	711	814	728
"ASV_19"	6	10	25	1	4471	3090	0	0	0	18	12	10	25	52	177	5	0	948	563	589	376	671	23	0	421	566	1173	1294	1391	3478	1832	2934	6529	4122	4547	4361	5	2	509	427	112	44	0	2	0	2	0	0	16	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	15	9	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	964	499	545	0	5	6	23	854	594	1327	5	0	966	854	1377	1050	2768	2014	3700	6141	2524	2002	2157	0	0	272	100	13	10	0	0	0	3	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	16	8	0	0	2	170	329	990	1310	1231	10	0	1177	904	1957	2817	4946	2466	4964	6337	3866	1549	1402	1	0	119	104	24	28	14	4	2	3	0	0	10	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	58	105	0	0	20	11	679	1354	1567	19	0	1407	1264	1410	3028	5	2347	3627	4123	3955	3094	1245	3119	1	0	254	127	42	66	11	4	0	0	0	0	6	10	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	22	16	145	863	794	844	782	908	986	712	728	939	898	828	1002	725	594	885	630	812	660
"ASV_20"	0	0	0	0	818	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	10	24	99	540	125	461	573	402	625	418	218	622	0	0	180	73	2	0	58	9	5	0	0	2	0	0	0	0	0	0	2	0	0	0	3	11	4	1	26	1260	0	0	0	2381	1998	1831	862	1156	725	127	50	5	6	38	49	52	8	0	29	241	53	21	12	35	26	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	13	23	34	351	1055	115	329	0	0	55	39	275	249	4	3	2	0	0	5	0	0	0	0	0	0	0	0	0	5	10	0	2	11	220	0	0	0	578	471	2044	1063	1958	914	931	675	310	64	22	17	10	0	0	12	28	101	47	48	92	120	0	0	0	0	0	0	0	0	0	7	0	0	4	5	138	363	716	537	462	363	461	12	191	0	0	106	60	471	224	25	2	6	8	38	5	0	0	0	7	0	0	1	6	5	0	0	11	5	0	0	84	0	1	0	921	570	2345	844	1103	846	1599	2316	4312	1491	3619	2269	7581	2804	0	1991	1098	5828	3182	2353	1152	1051	0	0	0	0	0	0	0	0	0	6	0	0	44	27	92	541	291	660	272	405	413	1172	27	441	0	0	111	114	872	530	3244	5554	1616	6265	2137	38	111	30	7	3	0	0	0	0	8	0	0	6	3	0	4	7	0	0	0	31	61	266	378	591	339	2818	1175	1886	4755	2639	848	1844	2659	14	802	1865	2263	2730	1070	1194	694	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_21"	119	73	0	0	591	308	0	3	59	331	333	550	116	218	184	0	5	758	1015	1539	989	1428	0	0	924	1531	283	333	200	116	96	431	414	292	453	398	0	0	317	558	389	591	279	421	412	275	914	801	298	135	27	2	7	39	0	0	0	0	0	0	0	0	0	102	177	514	83	569	314	70	224	21	9	3	0	0	0	0	0	0	0	278	0	0	0	0	0	1	0	431	68	390	1	32	267	800	1304	557	2060	0	0	1378	996	1347	199	282	105	530	846	178	523	857	0	0	326	561	288	565	472	1926	610	430	684	1260	834	678	275	53	181	1	0	0	21	19	22	282	653	1094	739	370	478	151	1436	303	198	621	97	53	6	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	99	33	204	0	2	517	826	1856	666	1571	0	0	1577	3002	232	203	139	58	155	945	241	401	624	0	0	323	330	630	1058	243	681	253	323	594	670	795	905	190	9	4	3	0	0	0	0	0	1	2	0	15	553	134	206	369	1179	404	478	524	396	771	581	95	0	0	0	0	1	0	997	0	0	3	20	191	594	395	840	142	318	0	42	335	314	1738	820	1145	0	1	519	726	958	425	0	90	499	537	327	185	167	481	4	0	163	320	1177	833	1177	999	341	355	110	159	9	12	1	2	25	67	0	0	0	0	0	0	0	0	0	0	576	343	234	214	393	452	454	404	574	129	0	19	0	0	0	0	0	70	0	0	0	0	1	0	0	247	50	67	67	985	1710	1626	1558	1524	1491	448	808	1065	734	687	969	1142	1109	2188	1303	1912	818
"ASV_22"	0	0	0	4	32	40	0	0	0	0	0	7	8	0	15	0	0	12	14	10	51	54	0	0	72	137	402	309	32	54	45	33	210	207	423	532	0	0	1361	1558	1663	2452	1612	3594	3550	10175	259	64	23	10	4	9	0	0	10	4	0	3	0	0	0	0	2	253	0	0	0	92	211	75	123	52	31	66	303	381	329	700	698	262	909	0	1354	1411	1435	1240	2549	3185	3014	0	0	7	0	0	28	20	12	14	32	0	0	64	109	103	90	30	31	11	28	366	367	1396	17	43	1800	1267	1250	1550	1801	1785	1344	1901	213	105	11	5	6	68	84	10	4	0	2	4	9	5	0	8	1033	152	129	58	110	250	101	240	104	89	97	38	325	417	1122	1825	3031	2561	91	3048	3053	2791	2933	1720	1286	2091	54	18	23	0	4	12	21	23	13	34	0	0	91	227	271	321	78	39	17	12	13	73	77	0	0	113	103	96	133	120	154	2236	682	928	167	13	15	8	0	0	0	5	0	0	0	7	14	1	4	2	14	0	0	0	5	8	9	7	12	11	5	40	707	736	252	466	373	695	4	566	1767	788	1166	929	1283	1277	0	2	25	0	0	24	11	23	20	23	0	0	39	108	27	31	1177	20	8	5	16	23	10	68	0	0	171	283	175	305	152	99	524	733	71	34	8	5	10	0	0	0	8	2	0	0	2	7	2	0	3	4	0	5	0	0	2	4	2	0	0	0	3	0	7	6	4	15	40	38	153	356	776	532	289	451	477	11	20	31	6	5	4	6	11	15	6	7	10	3	4	10	0	15	13	15	8	11	22
"ASV_23"	53	25	1596	904	190	166	116	5	231	362	263	416	473	212	266	72	83	320	324	408	531	951	1669	1284	611	901	946	765	488	648	557	682	319	330	646	624	313	82	808	806	1453	1395	1013	1108	779	743	578	327	65	36	10	11	291	378	19	28	29	20	15	16	9	7	9	6	570	289	457	12	44	95	135	149	56	161	319	481	321	486	348	288	333	441	453	547	800	450	284	404	437	496	163	167	9	71	377	541	555	346	1167	1728	424	949	968	771	525	447	482	670	750	514	554	813	335	450	763	503	367	456	396	560	391	613	470	417	92	59	23	799	584	4	0	1	6	6	12	8	0	10	7	545	673	529	30	21	35	115	96	82	59	7	10	26	9	20	10	22	781	20	22	37	29	34	29	60	558	478	426	42	84	232	392	517	580	1074	2232	866	944	850	716	592	888	494	683	625	270	455	374	82	99	471	375	390	478	406	396	258	429	575	462	350	210	39	7	192	306	8	6	5	3	4	7	2	2	9	8	405	478	374	11	9	6	10	23	39	42	412	10	0	8	0	3	0	659	8	5	5	0	3	2	11	371	259	204	14	21	324	286	456	283	239	1779	636	207	157	180	360	1015	177	323	317	131	107	107	322	555	610	155	177	388	394	2457	1869	223	287	60	91	48	22	9	0	564	769	85	159	146	165	90	143	84	63	61	26	638	911	723	11	7	15	12	26	41	121	1102	262	181	41	41	38	47	478	59	107	167	102	30	67	70	591	331	204	250	119	112	115	104	93	130	131	120	157	134	136	161	108	106	105	78	109	102
"ASV_24"	0	0	0	0	511	510	33	253	280	638	658	825	688	748	527	16	69	682	794	874	689	1094	0	165	523	792	598	699	56	63	57	33	64	37	71	50	910	788	91	50	11	6	26	23	169	156	0	0	0	0	0	0	418	565	0	0	0	0	0	0	0	0	0	0	1009	289	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	859	549	801	73	0	642	340	418	287	666	5	32	1344	2464	906	842	130	258	28	18	30	68	114	714	891	36	22	126	52	76	424	1066	517	1	2	0	0	0	449	664	0	0	0	0	0	0	0	0	0	0	733	746	1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457	0	0	0	0	1	0	0	1156	191	1069	35	220	1243	1029	906	1211	2366	2	6	1356	577	763	579	88	86	41	7	5	14	17	33	127	29	35	30	19	33	11	18	15	0	0	1	0	0	2	65	124	1	0	0	0	0	0	0	0	0	0	200	86	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	635	469	974	54	3	346	154	281	794	692	10	146	1343	1603	654	717	276	156	70	33	18	21	70	215	411	1119	51	60	30	76	14	5	1	4	3	0	2	0	0	0	1123	424	0	0	0	0	0	0	0	0	0	0	813	1016	1171	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	634	464	543	55	1206	1207	1616	977	1106	1128	2401	2577	1953	1981	1750	3732	1187	606	1341	1182	1257	922
